On Xerxes’ Throne | Στο Θρόνο του Ξέρξη,/en/movie-tiff/movie/14650,"A dystopian workplace at the Perama shipyards. A longstanding ban on physical contact has turned human interactions into otherworldly simulations. The suppression of touch among the workers has alienated their communication, transforming the boatyard into a charged landscape of alienation and repressed sensuality beyond stereotypical heteronormative desires."
A Love Song,/en/movie-tiff/movie/14469,"Faye, a modern, romantic, ascetic figure, leads an austerely simple life in a trailer parked beside an open lake, south of the Colorado Rockies. She catches shellfish for dinner and listens to the radio, following humble everyday rituals as she eagerly awaits the arrival of an important guest: the man she loved in her days of youth, with whom they share a legacy of pain and weeds. Time has carved a map on her face, which in turn reflects the rough, yet imposing landscape of Americana. A gentle, laconic film about contemplative introspection, the power of feelings, loss and longing, and the depths of melancholy, featuring a tour-de-force performance of the greatest character actors of our time. The heart – this lonely hunter – always invites us to sing along, even if we don't know the words."
Forever Young | Les Amandiers,/en/movie-tiff/movie/14678,"It’s the end of the 80s in Paris, and a young troupe of comedians has just been admitted to Les Amandiers, the prestigious theater school headed by Patrice Chéreau. They set out in life and in their early career. Along the way, they will learn, act, love, fear, live to the fullest, and also experience their first tragedy. The filmmaker and actress's semi-autobiographical look to acting and her love letter to a friend and colleague long gone, eschews bigger questions for more pressing emotions, channeling her mercurial performance style and feisty screen presence through a screen language that asks if nostalgia is really all that it's supposed to be."
That Kind of Summer | Un été comme ça,/en/movie-tiff/movie/14663,"The phrase “Hypersexuality is Not a Disease“ could be written over the entrance of the film’s quiet social institution, located next to a calm lake, where somber Léonie, impulsive Eugénie, and flirty Geisha are to spend a month-long voluntary retreat in the purpose of mastering their sexual obsessions. Supervised by a female German therapist and a male social worker, the three girls spend their days caught between fantasy and reality, past and future, desire and trauma. Denis Côté places female sexuality at the forefront and explores erotic obsessions, carnal desire, and rarely-heard intimate thoughts in a delicate yet raw and direct way that ultimately seeks to discuss the process of self-awareness."
Something in the Dirt,/en/movie-tiff/movie/14468,"Levi has snagged a no-lease apartment sight unseen in the Hollywood Hills to crash at while he ties up loose ends for his exodus from Los Angeles. He quickly strikes up a rapport with his new neighbor John, swapping stories like old friends under the glowing, smoke-filled skies of the city. One day, Levi and John witness something impossible in one of their apartments. Terrified at first, they soon realize this could change their lives and give them a purpose. With dollar signs in their eyes, these two random dudes will attempt to prove the supernatural."
Astor Place | Astor Place,/en/movie-tiff/movie/14607,"“Passersby at Astor Place in New York City speak silent volumes as they move by the mirrored surface of a diner window. I wanted to capture the unscripted choreography of the street, its dance of gazes and riddle of identities. This film is informed by the work of the Lumiere brothers, with an eye to permeating an authority of the static camera and establishing a question as to who is watching whom.” (Eve Heller)"
Behind This Soft Eclipse | Behind This Soft Eclipse,/en/movie-tiff/movie/14609,"I was imagining a collaboration of parallel worlds or a kind of doubled consciousness, a sense of the corporeal and the riddle of absence. The body of the film depends on a spine of interlocking contrasts in the form of negative and positive space, day and night shots, under and above water elements. These are cut on motion and qualities of light that are sometimes gentle and sometimes jarring, to convey the tender labor of hosting a balance. A crossing of paths behind the seen in the wake of one who no longer walks the curve of the world. Eclipse is an elegy for Marion McMahon who co-founded the Film Farm (Independent Imaging Retreat) in Southern Ontario, where it was produced. (Eve Heller)"
Creme 21 | Creme 21,/en/movie-tiff/movie/14610,"The stars are going haywire. A vision of heavenly bodies in wild disarray recurs in Eve Heller’s Creme 21. Assembled out of found moving images procured from old features and educational movies, Heller’s film begins and ends with a tunnel vision of outer space. From the suspended state of an astronaut we return to earth, fleeting shadows animate rooms, a slime-covered man is raised to his feet. Two eyes open hesitantly; we see how they begin to see. After the silent black and white prologue, sound and color are tuned in. Brief fragments of music and spoken commentary are strung together in the form of a cut-up, accompanied by the soft audio clicks of close to a thousand tape-spliced edit points – a symphony of shattered sentences and synthetic/exotic sound collages."
Her Glacial Speed | Her Glacial Speed,/en/movie-tiff/movie/14608,"“Unwitting constellations of meaning rise to a surface of understanding at a place outside of worldly time. This premise becomes a self-fulfilling prophecy. An unexpected interior unfolds, made palpable by a trauma that remains abstract. The world as seen in a teardrop of milk.” (Eve Heller)"
Juice | Juice,/en/movie-tiff/movie/14605,"“A slow motion blow-up to 35mm foregrounds the kinetic serendipity of a handhold portrait shot in 1980 and entirely edited in-camera. At the time I explored the groundbreaking portability and technical features of Super 8 to capture the wild intensity of my dog Juice as we played in a down-and-out neighborhood in Buffalo, New York. In 2009, I treated the film as an objet trouvé – without bettering its formal quirks and lags – documenting the so-called ‘amateur’ nature of the medium and an unselfconscious phase of filmmaking practice.” (Eve Heller)"
Last Lost | Last Lost,/en/movie-tiff/movie/14606,"A hypnotic parable about coming of age in a shifty world of slipping terms, “found” in the optically mesmerized fragments of a home market movie about a chimpanzee’s high adventures at Coney Island. A new story is rendered from the filmic vocabulary of the lighthearted original by moving in on background details, slowing down fleeting actions and shifting the psychology of the frame. A silent film in spirit, trying to speak without words, like some dreams. (Eve Heller)"
One | One,/en/movie-tiff/movie/14603,"The first film I ever made consists of the first roll of film I ever shot, entitled One. I made it for the first film class Keith Sanborn taught, in 1978 at the Department of Media Studies at the University of Buffalo, when he was a graduate student working with Hollis Frampton. I was 17. The assignment was to make a film using one roll of Super 8 film, without moving the camera. The result is a kind of poetic/cinematic one-liner. It is in tune with the structuralist spirit of the day – to my surprise. (Eve Heller)"
Self-Examination Remote Control | Self-Examination Remote Control,/en/movie-tiff/movie/14604,"A fragile Super 8 self-portait rediscovered on 35mm, made by a struggling nineteen-year-old discontented with the pseudo-Brakhagean spectacle presented by her fellow students at the end of the 1970s. I shot with remote control and intercut magnetic striped passages of black to record my quandary. The paradoxical predicament of being both subject and object in myself resulted in a film that represents a perhaps obligatory phase of cinematic narcissism in the early work of an aspiring avant-garde filmmaker. (Eve Heller)"
Singing in Oblivion | Singing in Oblivion,/en/movie-tiff/movie/14611,"A magnificent visual and musical poem, simultaneously timeless and in delicate synchronicity with our devastating present. (Nicole Brenez)"
How is Katia? | Yak tam Katia?,/en/movie-tiff/movie/14559,"Inspired by the principles of social realism, the director films a harsh society that imposes impossible choices on its members. Anna is a 35-year-old ambulance driver and single mother who lives in a cramped apartment with her young daughter, Katia, and her aging mother. When Katia is accidentally hit by a passing car that belongs to a well-connected and wealthy local politician, the film delves into a story of social injustice and revenge and reveals how flexible moral principles can be in a society governed by the “right of the strongest.” The film examines the gray area of personal morality, leading to a stark realization of how easy it is to abandon expected “civilized” behaviors and habits when faced with extreme circumstances."
Blanquita,/en/movie-tiff/movie/14600,"One of the most dramatic cases that shook the public life of Chile and held the nation in suspense for nine months, inspires a powerful melodrama demonstrating the way popular media affected the outcome of a violent story involving the children of powerful people. Blanca, an 18-year-old foster home resident, is the key witness in a scandal involving kids, politicians, and rich men taking part in sex parties. Yet, the more questions are asked, the less clear it becomes what Blanca’s role in the scandal exactly is. A story about the double life of a girl whose lack of opportunities and constant letdown by the very institutions which promised to protect her, pushed her to the limits. An inquiry about personal truth, deception, ethics, and the interpretation of truth."
Trenque Lauquen - Part II | Trenque Lauquen - Part II,/en/movie-tiff/movie/14707,"In her dazzling and enormously pleasurable new opus, Laura Citarella takes the viewer on a limitless, mercurial journey through stories nested within stories set in and around the Argentinean city of Trenque Lauquen (“Round Lake”) and centered on the strange disappearance of a local academic named Laura. Through initial inquiries by two colleagues – older boyfriend Rafael and a driver named Ezequiel with whom she had grown secretly close – we learn about her recent discoveries, including a new, unclassified species of flower and a series of old love letters hidden at the local library, which may help them track her down. Yet as flashbacks and anecdotes pile up, we begin to realize that this intricately structured tale is larger and stranger than we could have imagined. Citarella, a producer of the equally remarkable shape-shifting epic La Flor, has confidently crafted a series of interlocked romantic, biological, and ecological mysteries that create parallels between past lives and present dangers, invoke the rapture of obsessive pursuit, and salute the human need to find personal freedom and happiness. Trenque Lauquen is told in 12 chapters spread across two feature films."
Trenque Lauquen – Part I,/en/movie-tiff/movie/14729,"In her dazzling and enormously pleasurable new opus, Laura Citarella takes the viewer on a limitless, mercurial journey through stories nested within stories set in and around the Argentinean city of Trenque Lauquen (“Round Lake”) and centered on the strange disappearance of a local academic named Laura. Through initial inquiries by two colleagues – older boyfriend Rafael and a driver named Ezequiel with whom she had grown secretly close – we learn about her recent discoveries, including a new, unclassified species of flower and a series of old love letters hidden at the local library, which may help them track her down. Yet as flashbacks and anecdotes pile up, we begin to realize that this intricately structured tale is larger and stranger than we could have imagined. Citarella, a producer of the equally remarkable shape-shifting epic La Flor, has confidently crafted a series of interlocked romantic, biological, and ecological mysteries that create parallels between past lives and present dangers, invoke the rapture of obsessive pursuit, and salute the human need to find personal freedom and happiness. Trenque Lauquen is told in 12 chapters spread across two feature films."
Coming Attractions | Coming Attractions,/en/movie-tiff/movie/14618,"Coming Attractions and the construction of its images are woven around the idea that there is a deep, underlying relationship between early cinema and avant-garde film. Tom Gunning was among the first to describe and investigate this notion in a systematic and methodical manner in his well-known and often quoted essay: ""An Unseen Energy Swallows Space: The Space in Early Film and Its Relation to American Avant-Garde Film"" (in John L. Fell [ed.], Film Before Griffith, Berkeley 1983)."
Happy-End | Happy-End,/en/movie-tiff/movie/14616,"Α found footage film about oral rituals (…), about seasonal celebrations, and about a married couple, who quite obviously understand how to enrich and enliven companionship. We see a pair pouring drinks, cutting cakes, drinking toasts...(Bert Rebhandl). I wanted to bestow the couple a dignified resurrection and organized the footage so that, temporally speaking, the material runs in reverse and the players are steadily rejuvenated. (…) The finale is reached with the woman’s spirited dance that culminates in a freeze-frame, her face expressing an equal measure of joy and pain. Between egg-nog and Sachertorte, the vanity of human existence rears its head. Ultimately Happy-End is a tragicomedy. (Peter Tscherkassky)"
Manufracture | Manufraktur,/en/movie-tiff/movie/14614,"A tangled network is woven with particles of movement derived from found footage and compiled anew: the grammatical elements “to the left, to the right, back and forth” of narrative space are discharged of all semantic burden. What remains is a self-sufficient swarm of fleeting vectors, furrowed with traces of the manual processes of darkroom production. (Peter Tscherkassky)"
Nachtstueck (Nocturne) (Mozart Minute 09) | Nachtstück (Mozart Minute 09),/en/movie-tiff/movie/14617,"We glide into Mozart’s “Eine kleine Nachtmusik,” soon to abandon standardized paths of conventional representational film and encounter a few seconds of passionate sensorial film – an example of what I would like to call “physical cinema.” The thesis: Mister Mozart would have enjoyed it. (Peter Tscherkassky)"
Parallel Space: Inter-View | Parallel Space: Inter-View,/en/movie-tiff/movie/14615,"Parallel Space: Inter-View by Peter Tscherkassky is a thoroughly singular masterpiece. It is a film about memory, the way images coalesce, perspectives dissolve and events fall apart, only to be reassembled in an entirely new context. It is a film by and about film, video, computer, men, women, children, sex, longing and clarity – you feel what it is about directly, without thinking. Whatever is written in regard to this film can at best only provide an intellectual approximation; the experience of this film is incomparable. (Olaf Möller)"
The Exquisite Corpus | The Exquisite Corpus,/en/movie-tiff/movie/14619,"It is with deceptive simplicity that Peter Tscherkassky embarks on his filmic voyage to regions of desire found in sexualized cinema: A naked couple from a 1960s nudist film climbs aboard a small sailboat, gliding over darkly tinged waters alongside a rocky coastline before stumbling on an isolated beach where a sleeping beauty lays. It takes nearly four minutes to arrive at this juncture before Tscherkassky blows his fuses in characteristic style. Images begin to flicker and tremble, intermingling and superimposing, nervously shimmering between positive and negative, diving headlong into over-, under-, and multiple exposures, split screens, and distortion effects. The title of The Exquisite Corpus not only refers to the surrealist method of artmaking called cadavre exquis, but also tips its hat to the colloquial German term for a fine funeral or “schöne Leiche” – photochemical cinema is almost an anachronism in this day and age."
Eismayer,/en/movie-tiff/movie/14534,"Sergeant Major Eismayer is known and feared as the toughest training officer in the Austrian Armed Forces, ruthless with recruits and unwavering in his discipline, order, and macho toughness. But when he starts to fall in love with Falak, a new recruit who unashamedly embraces his homosexuality, Eismayer‘s closeted existence is shaken to the core. To a man like Eismayer, loving another man cannot be reconciled with the understanding of what a model soldier should be. Will he choose to protect his badass tough guy image over all else, or can he follow his heart and his true desire? A surprising, heartfelt film Inspired by a true story."
Medea | Μήδεια,/en/movie-tiff/movie/14634,"Medea, Jason, and their two children live as refugees in the Greek city of Corinth. When Jason abandons her to marry the king’s daughter, Medea is forced to leave the country, on penalty of death."
The Kings of the World | Los Reyes del Mundo,/en/movie-tiff/movie/14552,"“One day all men fell asleep… And the rims of the world burned.” Streetwise teen Rá receives a long-awaited letter from the government certifying his rightful inheritance of family land snatched away decades earlier by paramilitary groups. Intoxicated by the prospect of a place to finally call home, he gathers his found family of brothers – five boys scavenging on the streets of Medellin – and together they embark on a journey across a landscape whose lush forests and inveigling mists conceal a pandemic of pervasive violence. Along the way, they encounter others inhabiting the margins of a society in turmoil, who alternatively offer lessons in courage and kindness, brutality and greed. Swinging between unbridled delirium and bitter reality, this kaleidoscopic road movie follows an at-once surreal and perilous odyssey into the legacies of violence in contemporary Colombia. A film about the disobedience, friendship, and dignity that exist in resistance. A journey to nowhere, where everything happens."
Fragmentations | Fragmentări,/en/movie-tiff/movie/14635,"Once upon a time, there was a little girl who lived happily with her parents and her younger sister. But the little girl lived in Romania and her parents really wanted a house for them, so they went to work in Spain. The little girl stayed with her sister in the care of her grandmother and so the years passed, until one day the little sister told her that their parents were going to return. So the little girl began to hope."
Mona Lisa | Mona Lisa,/en/movie-tiff/movie/14489,A man rides a donkey on a dusty road. A woman follows. She is wearing a hayrick. The man is murmuring. The woman under the hayrick listens. And then the woman stops. And the man looks at her.
Money and Happiness | Money and Happiness,/en/movie-tiff/movie/14553,"The hamsters live and work in Hamsterland, a perfect state with a perfect economy. The GDP grows steadily, there is no unemployment, and 100% of the population declare themselves to be happy. Of course, just as in any attempt to arrange a perfect society by force, the world of the hamsters also has its dark side, which we gradually discover in the course of the film."
The Moisture | Rutubet,/en/movie-tiff/movie/14589,"Ishak, a teacher serving his compulsory duty in Anatolia, is working to solve the issue of child custody with his ex-wife, while at the same time struggling with Yusuf, the most mischievous student of the class who makes Ishak deviate from his ideals, to assert his authority. As he gradually drifts away, Ishak decides to recover his ideals but soon realizes that nothing will ever be the same again. A community disturbed by a quarry and, amid this discomfort, the case of a girl gone missing: This story makes us question the way we fight evil."
The Potemkinists | Potemkiniștii,/en/movie-tiff/movie/14500,"In 1905, the sailors on the battleship Potemkin are given political asylum in Romania – an act of defiance against Russia. In 2021, a sculptor wants to create an artwork inspired by the event. A comedy about art, history, memory, and cinema, which film critic Andrei Gorzo describes as “a cross between a Caragiale sketch and a Mark Rappaport video essay.”"
When Clouds Grow Towards Each Other | Cum se întinde un nor spre altul,/en/movie-tiff/movie/14556,"Maia and David are living together, but their relationship has recently ended. After sharing an intimate moment, they now have to figure out the final details before David moves out. Iulian Daniel Popa’s debut offers an honest look at the more pragmatic side of a breakup."
Birdwatchers | Birdwatchers,/en/movie-tiff/movie/14555,"Marco Bechis’ Birdwatchers is taking us to Mato Grosso do Sul, in Brazil, where landowners live in luxury, spending their nights with the tourists who visit the area for birdwatching. Meanwhile, just outside their properties, the agitation of the indigenous people who were once the legal owners of this land is increasingly burning. Exiles in reservation sites, with no prospect other than working as modern-day slaves on sugar plantations, many young members of the indigenous community are driven to suicide. One such incident will spark the flame of resistance, when a Guarani-Kaiowá indigenous group sets camp outside of a property, asking for what is theirs. But apart from rage, the conflicting sides experience feelings of charm and curiosity for the “Other” standing before them. A curiosity that will trigger a profound bond between a young Saman student and the daughter of a landowner – a relationship that becomes a beacon of hope and faith in the power of the universe, providing us with an alternative definition of climate activism."
Ngāti | Ngāti,/en/movie-tiff/movie/14505,"Barry Barclay’s Ngāti is the first feature film written and directed by a Maori artist. The film depicts a post-colonial New Zealand of the 1940s, where the peaceful coexistence among the white and the Maori populations is still a distanced illusion. A young Australian doctor arrives in a coastal village, seemingly searching for his origins. As the locals welcome him with open arms, he observes how they stick together like one fist, at a time when the local factory is one step before closure and the area one step before withering. Initially assured of all the things he has to teach to the Maoris, the doctor will soon realize that he is the one who has much to learn by the traditions, the mentality and the community feel of the indegenous people. This simple and captivating story about a man on the search for his identity, is a landmark in the history of indigenous cinema."
Snow in Paradise | Snow in Paradise,/en/movie-tiff/movie/14581,"Snow in Paradise by Justine Simei-Barton and Nikki Si’ulera takes place in the idyllic and colourful Aitutaki of the Cook Islands, where two young siblings spend their days catching fish, opening up coconuts and peeling fruit for their grandmother. Life on this earthly heaven is serene, but not for long. From 1966 to 1996, 188 nuclear tests were carried out in the South Pacific atoll of Mururoa. No-one took the trouble of warning the neighbouring islands’ population and any talk on the horrendous repercussions has been hushed ever since."
Love According to Dalva,/en/movie-tiff/movie/14576,"At a time of escalating domestic violence against women and girls, Love according to Dalva explores the complex web of power and control that enables such abuse. Dalva, 12, lives alone with her father. When the police storms into their home and takes her into foster care, she gradually comes to understand that the love she shared with her father was not what she thought. With the help of her new roommate Samia and social worker Jayden, Dalva will learn to become a child again. In this poignant debut feature, Emmanuelle Nicot explores the ramifications of abuse during the fragile period of childhood with deep sensitivity and uncompromising grace, in a hopeful journey toward healing."
Misty Line | Θολή γραμμή,/en/movie-tiff/movie/14590,"Unassociated images are freely connected in a dream-like journey. The relationship of a couple, their desire to be together, the difficulties. They leave, they escape their suffocating reality, in an effort to become closer. But the intimacy drives them apart. Visiting remote places, fighting, falling in love: a course on eggshells, on a misty line."
Burning Days | Kurak Günler,/en/movie-tiff/movie/14683,"In this highly stylized film blending Western and neo-noir iconography with poignant social critique, Emre, a young and dedicated prosecutor, is newly appointed to a small town hit by a water crisis and political scandals. After an initial welcome, he experiences an increasing number of tense interactions and is reluctantly dragged into local politics. When Emre forms a bond with the owner of the local newspaper pressure escalates under heated rumors. Explosive from its very first scene, when a vast hole in the ground drives us into a universe of violence and blood, and fixating till the end credits, this intense allegory about homosociality and power invents a new language to decry the makings of a society which is dominated by men, and to discuss their inner conflict."
Rhinegold | Rheingold,/en/movie-tiff/movie/14715,"Xatar’s path from the ghetto to the top of the music charts is a dramatic adventure story. From the hell of an Iraqi prison, Giwar Hajabi came to Germany as a young boy with his family in the mid-1980s and landed at the very bottom. There were opportunities, but many more stumbling blocks. In no time, he went from a petty criminal to a big-time dealer until a shipment goes missing. To settle his debts with the cartel, Giwar plans a legendary gold heist."
Lord of the Ants | Il Signore Delle Formiche,/en/movie-tiff/movie/14711,"Based on Italy’s late 60s true events, Italian poet, playwright, and director Aldo Braibanti is prosecuted and sentenced to prison for the love he shares with his barely-of-age pupil and friend, Ettore. Amidst a chorus of voices of accusers, supporters, and a largely hypocritical public, a single committed journalist takes on the task of piecing together the truth, between secrecy and desire, facing suspicion and censorship in the process. In the words of the director, this is “[a] film about violence and the obtuseness of prejudice. About love subjected to conformism and hypocrisy. A cross-section of Italian provincial life in the pivotal sixties, when economic wellbeing did not grow at the same pace as awareness about things. As emotional openness. The family is a closed space where intergenerational disagreements remain heated and conflictual... The film aims to instill the courage to rebel.”"
GUO4 | GUO4,/en/movie-tiff/movie/14512,"A confrontation between two swimmers in a locker room ends in tears in this highly imaginative morality tale. Presented as a beautiful combination of homoerotic photography and noise music, the Strickland comments relentlessly on the impudence of “manspreading” in public spaces."
The Duke of Burgundy | The Duke of Burgundy,/en/movie-tiff/movie/14508,"Evelyn, an amateur lepidopterist in her early thirties, cycles to the house of an orthoptist called Cynthia where she undertakes various household chores. Cynthia is around fifteen years older than Evelyn. Her cold and unscrupulous conduct belies her elegance, yet Evelyn tolerates the ill-treatment. In between various excursions to study butterflies and moths, Evelyn returns to the house where Cynthia subjects her to increasingly humiliating treatment. The tasks Evelyn has to perform become increasingly intimate, bordering on degrading, but she never protests. Cynthia and Evelyn love each other. Day after day, the couple act out a simple ritual that ends in Evelyn's punishment, but Cynthia yearns for a more conventional relationship. Evelyn's obsession quickly becomes an addiction that pushes their relationship to the breaking point."
Blossoms to Blossoms | Τα άνθη στα άνθη,/en/movie-tiff/movie/14495,"On his last day in Athens before moving abroad, Konstantinos meets Sofia at the park. Under the pressure of time, the two not-so-close friends agree to play a game in order to communicate what they don’t know about each other yet."
Nanny,/en/movie-tiff/movie/14470,"A “labor of love” made over a period of nine years and blending horror tropes with devastating domesticity, unveils the dynamic between a Senegalese single mother who emigrates to the United States to earn enough money to bring her own son to America, and her wealthy employer. Haunted by the absence of the young son she left behind, she hopes her new job will afford her the chance to bring him to the US, but becomes increasingly unsettled by the family’s volatile home life. As his arrival approaches, a violent presence begins to invade both her dreams and her reality, threatening the American dream she is painstakingly piecing together. “An existential (but sexy) fever dream that turns into a nightmare, which made history as the first horror film to take the US Grand Jury Prize for drama at Sundance, with Jusu being the second Black woman filmmaker to win the award."
Blaze | Blaze,/en/movie-tiff/movie/14531,"Blaze, a young teenager, is the sole witness to a woman being violently attacked. Left catatonic with shock, she struggles to make sense of what she saw. She retreats into imaginary worlds, where the shimmering magic dragon who has been her companion since childhood, allows her to activate her own rage and ultimately find renewal. And while her childhood is shattered forever, she is finally able to walk into the future unafraid. A unique hybrid of VFX, live action, puppetry, and animation, Blaze is an ode to female courage and a celebration of the power of the imagination."
Sami Blood | Sameblod,/en/movie-tiff/movie/14546,"Α declaration of love to those who left and those who stayed in a society at the edge of the world, and an alternative, insider’s story of the colonial past of a “civilized” country, through the eyes of a teenager. Elle Marja, 14, is a reindeer-breading Sámi girl. Exposed to the racism of the 1930s and race biology examinations at her boarding school, she starts dreaming of another life. To achieve this other life she has to become someone else and break all ties with her family and culture."
Concerned Citizen,/en/movie-tiff/movie/14480,"Concerned Citizen reverses typical social hierarchies and shows the events that lead a gay character to become the cause of violence against another minority, a group of Eritrean immigrants. Ben thinks of himself as a liberal and enlightened gay man who lives a happy life in the perfect apartment with his boyfriend Raz and only misses a baby to complete the ideal bourgeois picture. However, his view of himself is fundamentally challenged when his well-meaning and eco-friendly actions lead to the brutal police arrest of an immigrant. Idan Haguel explores white guilt in a satirical parable that underscores latent prejudices and the hypocrisy of white privilege."
Other People | Inni Ludzie,/en/movie-tiff/movie/14665,"An urban drama about Kamil, a wannabe-rapper who should be getting his life and career going but instead gets high, roams around the city and starts an affair with a bored, rich housewife Iwona. It’s a polyphonic story about isolated people dreaming of love in the big city, a fresh, funky, and dark tale of modern society existing in the shadow of capitalism, where other people – neighbours, commuters, and passersby, become a modern incarnation of a Greek chorus, voicing the inner anger and frustration of the protagonists."
Lord of the Flies | Lord of the Flies,/en/movie-tiff/movie/14646,"Following a plane crash, a group of schoolboys find themselves on a deserted island. They appoint a leader and attempt to create an organized society for the sake of their survival. Democracy and order soon begin to crumble when a breakaway faction regresses to savagery with horrifying consequences. An adaptation of Nobel Prize-winner William Golding’s 1954 dystopian novel, which investigates mankind’s inherent savagery (and a cinematic translation of Brook’s legendary stage adaptation), the film leads the viewer from hope to disaster, with the same awe and hesitation an insect is drawn to light."
World War III | Jang-e Jahani Sevom,/en/movie-tiff/movie/14538,"Shakib is a homeless day laborer who never got over the loss of his wife and son in an earthquake years ago. The construction site on which he works today turns out to be the set of a film about the atrocities committed by Hitler during WWII. Against all odds, he is given a movie role, a house, and a chance at being somebody. But even though the film is meant to deliver a harsh critique of dictatorships, the filmmakers themselves turn into tyrants who would do anything to achieve their goals. Shakib turns irreversibly into a terrifying monster... Reiterating one of Mark Twain’s most famous quotes (“History doesn’t repeat itself, but it often rhymes”) and alluding to an obscure saying by Hana Arendt (“in dictatorships, everything goes well up until 15 minutes before total collapse”), one of the most prolific figures in Iranian cinema delivers a multi-layered, self-reflective comment on making myth or history, on the boundaries of authorship and authority."
Dream Work | Dream Work,/en/movie-tiff/movie/14624,"Dream Work does not so much present dream content than filmic methods of representation corresponding to Freudian dreamwork: mechanisms of displacement and condensation are seen in relation to figurative elements found in Tscherkassky’s source material. Tscherkassky processes these in a manner that resembles Freud’s description of the compression (Pressung) of dream thoughts that takes place in the work of dreams, whereby “components are turned, crumble, and get pushed together, like drift ice.” (Christa Blümlinger)"
Get Ready | Get Ready,/en/movie-tiff/movie/14621,"This little film of revised found feature film shots doesn’t need more than sixty seconds to prove that cinema is a first class medium for both the idle and the busy. An artfully composed idyll by the sea, uneventful, just like an image from a dream, is sped up and transformed into a nightly ghost ride, driving against traffic down a busy street, through flickering black and white oscillations, toward the glaring headlights of a car – or that of a film projector. (Stefan Grissemann)"
Instructions for a Light and Sound Machine | Instructions for a Light and Sound Machine,/en/movie-tiff/movie/14625,"Tscherkassky concentrates on central motifs from Sergio Leone’s classic The Good, the Bad and the Ugly, zeroing in on Eli Wallach stumbling across a vast cemetery and the anti-hero’s head as he dangles from the gallows. Tscherkassky intercuts the latter image with countdown leader, ironically delaying the saving bullet shot by Clint Eastwood. Hereby the very film tears and suddenly descends into pure, soundless whiteness. Only by way of its defects is the medium of film made tangible. The flaws in the system – blisters, scratches, distortions and cracks – overwhelm and overlay the narrative, shatter the illusion and give rise to a richly ambiguous, new story. (Stefan Grissemann)"
L’ Arrivée | L’ Arrivée,/en/movie-tiff/movie/14622,"Although by no means a conventional narrative, and certainly a film inspired by the avant-garde’s simultaneous engagement with formal abstraction and material energy, L’Arrivée also engages with the history and form of narrative cinema. Certainly, its role in that relation is a critical one, revealing both the mechanism and the material that commercial cinema strives to conceal. But while engaged in a process of deconstruction, L’Arrivée also recognizes the power of cinema, utilizing its control over space, and in this film especially, time, in order to uncover the energies of motion and story, of the violence inherent in both revolt and containment. (Tom Gunning)"
Outer Space | Outer Space,/en/movie-tiff/movie/14623,"A woman, terrorized by an invisible and aggressive force, is also exposed to the audience’s gaze, a prisoner in two senses. Outer Space agitates this construction, which is prototypical for gender hierarchies and classic cinema’s viewing regime, and allows the protagonist to turn them upside down. (…) The story ends in the woman’s resistant gaze. (Isabella Reicher)"
Train Again | Train Again,/en/movie-tiff/movie/14626,"18 years after Kurt Kren produced his third film 3/60 Bäume im Herbst [3/60 Trees in Autumn], he shot his masterpiece 37/78 Tree Again. 18 years after I created my third darkroom film L’Arrivée (an homage to the Lumière brothers and their 1895 L'Arrivée d'un train), I embarked on Train Again. This third film in my “Rushes Series” is an homage to Kurt Kren that simultaneously taps into a classic motif in film history. My darkroom ride took a few years, but we finally arrived: All aboard!
(Peter Tscherkassky)"
Rounding | Rounding,/en/movie-tiff/movie/14532,"After treating an older patient near the end of her life and collapsing, a young resident doctor is transferred to a rural hospital in Greenville for a fresh start. Having trouble connecting with patients, his superior urges him to be more personable and take a “Bedside Technique” class. When James becomes consumed with the case of a young asthma patient, demons from his past begin haunting him: As an injured ankle flares up, James is confronted with hospital bureaucracy, his nightmares magnify his anxiety, and his reality starts to unravel."
A Day in the Life of a Teddy Bear | A Day in the Life of a Teddy Bear,/en/movie-tiff/movie/14633,"A boy-meets-girl-meets-teddy bear story, taking place in Shanghai. Jinxi is a violinist, about to fulfill her dream of moving to Vienna to continue with her music studies. While trying to settle her affairs before departing, her encounter with Panos, a Greek architect newly arrived in Shanghai, will have a disrupting effect on her life."
LOLA,/en/movie-tiff/movie/14523,"What if David Bowie’s Space Oddity could be listened to back in 1941? That’s just one of many questions raised by LOLA, a film true to science fiction's key preoccupation with technology, its promises of infinite prosperity, and its destructive consequences. With striking black-and-white imagery and 16mm shots that feel all-too authentic, the film delves into an alternative timeline where sisters Thom and Mars invent a machine that can intercept radio and TV broadcasts from the future. When World War II breaks out, ethics clash with responsibility as the sisters must now decide how to use their knowledge – known to be the ultimate form of power."
Butterfly Vision | Bachennya metelyka,/en/movie-tiff/movie/14514,"Moving away from typical glorious and patriotic (male) war stories, Buttefly Vision focuses on the condition of female soldiers who may have to face things worse than death. After spending months as a prisoner in Donbas, Ukrainian aerial reconnaissance expert Lilia returns home to her family. However, memories and feelings from her past captivity continue to torment her and resurface in dreamlike ways. While unable to forget, Lilia refuses to identify as a victim and instead starts a new struggle, this time to liberate herself. With this film, Maksym Nakonechnyi explores the haunting and often surreal dimensions of individual trauma, that here reflect the collective trauma of a country devasted by war, violence and hatred."
